,cs1-2all.mid,cs1-3cou.mid,cs3-1pre.mid,cs3-2all.mid,cs3-3cou.mid,cs3-5bou.mid,cs3-6gig.mid,bwv807b.mid,bwv807c.mid,bwv807e.mid,cs1-2all_transp_12.mid,cs1-3cou_transp_12.mid,cs3-1pre_transp_12.mid,cs3-2all_transp_12.mid,cs3-3cou_transp_12.mid,cs3-5bou_transp_12.mid,cs3-6gig_transp_12.mid,bwv807b_transp_12.mid,bwv807c_transp_12.mid,bwv807e_transp_12.mid,cs1-2all_transp_21.mid,cs1-3cou_transp_21.mid,cs3-1pre_transp_21.mid,cs3-2all_transp_21.mid,cs3-3cou_transp_21.mid,cs3-5bou_transp_21.mid,cs3-6gig_transp_21.mid,bwv807b_transp_21.mid,bwv807c_transp_21.mid,bwv807e_transp_21.mid,cs1-2all_transp_6.mid,cs1-3cou_transp_6.mid,cs3-1pre_transp_6.mid,cs3-2all_transp_6.mid,cs3-3cou_transp_6.mid,cs3-5bou_transp_6.mid,cs3-6gig_transp_6.mid,bwv807b_transp_6.mid,bwv807c_transp_6.mid,bwv807e_transp_6.mid,cs1-2all_transp_15.mid,cs1-3cou_transp_15.mid,cs3-1pre_transp_15.mid,cs3-2all_transp_15.mid,cs3-3cou_transp_15.mid,cs3-5bou_transp_15.mid,cs3-6gig_transp_15.mid,bwv807b_transp_15.mid,bwv807c_transp_15.mid,bwv807e_transp_15.mid,cs1-2all_transp_19.mid,cs1-3cou_transp_19.mid,cs3-1pre_transp_19.mid,cs3-2all_transp_19.mid,cs3-3cou_transp_19.mid,cs3-5bou_transp_19.mid,cs3-6gig_transp_19.mid,bwv807b_transp_19.mid,bwv807c_transp_19.mid,bwv807e_transp_19.mid,cs1-2all_transp_1.mid,cs1-3cou_transp_1.mid,cs3-1pre_transp_1.mid,cs3-2all_transp_1.mid,cs3-3cou_transp_1.mid,cs3-5bou_transp_1.mid,cs3-6gig_transp_1.mid,bwv807b_transp_1.mid,bwv807c_transp_1.mid,bwv807e_transp_1.mid,cs1-2all_transp_11.mid,cs1-3cou_transp_11.mid,cs3-1pre_transp_11.mid,cs3-2all_transp_11.mid,cs3-3cou_transp_11.mid,cs3-5bou_transp_11.mid,cs3-6gig_transp_11.mid,bwv807b_transp_11.mid,bwv807c_transp_11.mid,bwv807e_transp_11.mid,cs1-2all_transp_4.mid,cs1-3cou_transp_4.mid,cs3-1pre_transp_4.mid,cs3-2all_transp_4.mid,cs3-3cou_transp_4.mid,cs3-5bou_transp_4.mid,cs3-6gig_transp_4.mid,bwv807b_transp_4.mid,bwv807c_transp_4.mid,bwv807e_transp_4.mid,cs1-2all_transp_14.mid,cs1-3cou_transp_14.mid,cs3-1pre_transp_14.mid,cs3-2all_transp_14.mid,cs3-3cou_transp_14.mid,cs3-5bou_transp_14.mid,cs3-6gig_transp_14.mid,bwv807b_transp_14.mid,bwv807c_transp_14.mid,bwv807e_transp_14.mid,cs1-2all_transp_18.mid,cs1-3cou_transp_18.mid,cs3-1pre_transp_18.mid,cs3-2all_transp_18.mid,cs3-3cou_transp_18.mid,cs3-5bou_transp_18.mid,cs3-6gig_transp_18.mid,bwv807b_transp_18.mid,bwv807c_transp_18.mid,bwv807e_transp_18.mid
cs1-2all.mid,0.0,1.4229330212667155,1.0245600166327722,0.45768868618401104,0.9364662029749393,0.7908930261365308,0.9342837451088966,1.1258204028716747,3.933842913201352,0.6366864890682258,4.135163149992939,4.896701702840664,3.617835856055663,3.703703703703706,4.47779780027952,4.025498201860643,2.5663425598005603,5.7558974696059515,11.755601069396288,3.533417854715413,4.125668955826315,5.026857713226217,3.617835856055663,3.757380568974771,4.390925747338727,3.6594046227469956,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116329215574368,5.0247378811494094,3.6178358560556534,3.647802299117405,4.444725579718318,4.033937401445252,4.737556801183963,5.858074225867963,8.826002832576911,4.338216059857336,4.135163149992946,5.04529803811506,3.6178358560556614,3.7956062820638135,4.401549479118216,4.033937401445252,5.522289347930922,5.680212457735124,10.176557989229206,4.379980724543891,4.069821234057207,4.90649790516129,3.617835856055657,3.789464524325844,4.390886203004525,4.017094239017508,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914807,4.116218258487233,4.90649790516129,3.5897518043867125,3.7055206899262236,4.40154947911822,4.0003911444685745,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.0790621269151774,4.896701702840664,3.581448123760378,3.7894645243258473,4.3908862030045235,2.0367319712845475,2.6415557394750744,6.289426941998405,9.690074567296296,4.4512816102538135,2.607673980580561,5.02699010247944,3.6178358560556605,3.7055206899262236,4.455652282468089,3.690220661675392,6.082690803957744,5.993257860111417,11.201298539384553,3.62458125102971,4.1069214632413455,4.996136762964312,3.6178358560556596,3.717284247672019,4.520769117862905,3.6902206616753883,5.050700214481838,6.197358709687837,11.607851694202573,4.440102372550598,4.097554809311831,5.097863655698122,4.095473261193964,3.670672532967669,4.520769117862905,4.025498201860637,5.919985082864219,5.67916921406178,10.316858547774334,2.8119012822299823
cs1-3cou.mid,1.4229330212667155,0.0,2.4267455408972056,1.8498028881815665,1.3150896170343511,1.5659480201576534,1.4392117826403,1.5032861559049335,2.9621821605157974,2.0182476223833064,3.3648226340989726,4.88789973979442,2.3301680462244194,2.501903741520504,4.058876188711306,3.3429012318609264,1.2773487702986728,5.7558974696059515,11.755601069396288,2.1613320435439185,3.345834245765724,5.026857713226217,2.3301680462244185,2.609257472062634,3.876347828790548,2.4133055796070844,5.919985082864219,4.959937240569177,10.875864288192751,4.003474327605812,3.3391255235901403,5.0247378811494094,2.330168046224399,2.390100932347903,3.992756921563303,3.162371137003598,4.581802608983596,5.858074225867963,8.826002832576911,3.7709284538277643,3.364822634098987,5.04529803811506,2.330168046224415,2.697901570743298,3.8975952923495267,3.3463068754045056,5.522289347930922,5.680212457735124,10.176557989229206,3.8544577832008766,3.246331474730086,4.90649790516129,2.330168046224407,2.6856180552673603,3.8762687401221445,3.315670022772143,5.742740020503019,5.257461928771875,10.176557989229217,3.951560840445281,3.3269328510875606,4.90649790516129,2.273999942886517,2.5055377139655395,3.897595292349534,3.285287946461044,5.522289347930924,10.732075284612478,11.372519396594914,3.9229946351575835,3.264593355366462,4.88789973979442,2.257392581633849,2.6856180552673674,3.876268740122139,1.023187505653373,1.3348076708059282,6.289426941998405,9.690074567296296,3.997059554620721,1.5876065901488454,5.02699010247944,2.330168046224413,2.5055377139655404,4.014602009854908,2.474937657463876,6.082690803957744,5.993257860111417,11.201298539384553,2.343658836172512,3.308339260595785,4.996136762964312,2.3301680462244114,2.5412575019597092,4.136034569838902,2.474937657463869,5.050700214481838,6.197358709687837,11.607851694202573,3.97470107921429,3.2896059527367534,5.097863655698122,3.2854428565010227,2.4358414000484307,4.136034569838902,3.330956402171343,5.919985082864219,5.67916921406178,10.316858547774334,1.6325832344137376
cs3-1pre.mid,1.0245600166327722,2.4267455408972056,0.0,0.5779717778538878,1.1663320238819486,1.0543476393006976,1.6824016809243485,1.4405783134964198,3.933842913201352,1.3970364767079424,4.135163149992939,4.896701702840664,3.617835856055663,3.703703703703706,4.47779780027952,4.025498201860643,3.039866011844956,5.7558974696059515,11.755601069396288,3.533417854715413,4.125668955826315,5.026857713226217,3.617835856055663,3.757380568974771,4.390925747338727,3.6594046227469956,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116329215574368,5.0247378811494094,3.6178358560556534,3.647802299117405,4.444725579718318,4.033937401445252,4.737556801183963,5.858074225867963,8.826002832576911,4.338216059857336,4.135163149992946,5.04529803811506,3.6178358560556614,3.7956062820638135,4.401549479118216,4.033937401445252,5.522289347930922,5.680212457735124,10.176557989229206,4.379980724543891,4.069821234057207,4.90649790516129,3.617835856055657,3.789464524325844,4.390886203004525,4.017094239017508,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914807,4.116218258487233,4.90649790516129,3.5897518043867125,3.7055206899262236,4.40154947911822,4.0003911444685745,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.0790621269151774,4.896701702840664,3.581448123760378,3.7894645243258473,4.3908862030045235,2.7074842304157185,3.0774726016822136,6.289426941998405,9.690074567296296,4.4512816102538135,3.0135314775340776,5.02699010247944,3.6178358560556605,3.7055206899262236,4.455652282468089,3.690220661675392,6.082690803957744,5.993257860111417,11.201298539384553,3.62458125102971,4.1069214632413455,4.996136762964312,3.6178358560556596,3.717284247672019,4.520769117862905,3.6902206616753883,5.050700214481838,6.197358709687837,11.607851694202573,4.440102372550598,4.097554809311831,5.097863655698122,4.095473261193964,3.670672532967669,4.520769117862905,4.025498201860637,5.919985082864219,5.67916921406178,10.316858547774334,3.04005067990653
cs3-2all.mid,0.45768868618401104,1.8498028881815665,0.5779717778538878,0.0,0.9686739214424733,0.7858652213812656,1.3919724312929076,1.098356186145515,3.933842913201352,1.060322769263697,4.135163149992939,4.896701702840664,3.617835856055663,3.703703703703706,4.47779780027952,4.025498201860643,3.0240312459845713,5.7558974696059515,11.755601069396288,3.533417854715413,4.125668955826315,5.026857713226217,3.617835856055663,3.757380568974771,4.390925747338727,3.6594046227469956,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116329215574368,5.0247378811494094,3.6178358560556534,3.647802299117405,4.444725579718318,4.033937401445252,4.737556801183963,5.858074225867963,8.826002832576911,4.338216059857336,4.135163149992946,5.04529803811506,3.6178358560556614,3.7956062820638135,4.401549479118216,4.033937401445252,5.522289347930922,5.680212457735124,10.176557989229206,4.379980724543891,4.069821234057207,4.90649790516129,3.617835856055657,3.789464524325844,4.390886203004525,4.017094239017508,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914807,4.116218258487233,4.90649790516129,3.5897518043867125,3.7055206899262236,4.40154947911822,4.0003911444685745,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.0790621269151774,4.896701702840664,3.581448123760378,3.7894645243258473,4.3908862030045235,2.417054980784277,3.0774726016822136,6.289426941998405,9.690074567296296,4.4512816102538135,2.9713621773628134,5.02699010247944,3.6178358560556605,3.7055206899262236,4.455652282468089,3.690220661675392,6.082690803957744,5.993257860111417,11.201298539384553,3.62458125102971,4.1069214632413455,4.996136762964312,3.6178358560556596,3.717284247672019,4.520769117862905,3.6902206616753883,5.050700214481838,6.197358709687837,11.607851694202573,4.440102372550598,4.097554809311831,5.097863655698122,4.095473261193964,3.670672532967669,4.520769117862905,4.025498201860637,5.919985082864219,5.67916921406178,10.316858547774334,3.0244005821077193
cs3-3cou.mid,0.9364662029749393,1.3150896170343511,1.1663320238819486,0.9686739214424733,0.0,0.6859293555208605,0.8515626945331234,1.0112407811741897,3.933842913201352,0.7196732987595937,4.135163149992939,4.896701702840664,3.617835856055663,3.703703703703706,4.47779780027952,4.025498201860643,2.483621509224787,5.7558974696059515,11.755601069396288,3.4707251949657003,4.125668955826315,5.026857713226217,3.617835856055663,3.757380568974771,4.390925747338727,3.6594046227469956,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116329215574368,5.0247378811494094,3.6178358560556534,3.647802299117405,4.444725579718318,4.033937401445252,4.737556801183963,5.858074225867963,8.826002832576911,4.338216059857336,4.135163149992946,5.04529803811506,3.6178358560556614,3.7956062820638135,4.401549479118216,4.033937401445252,5.522289347930922,5.680212457735124,10.176557989229206,4.379980724543891,4.069821234057207,4.90649790516129,3.617835856055657,3.789464524325844,4.390886203004525,4.017094239017508,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914807,4.116218258487233,4.90649790516129,3.583393094308299,3.7055206899262236,4.40154947911822,4.0003911444685745,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.0790621269151774,4.896701702840664,3.5667857330556307,3.7894645243258473,4.3908862030045235,1.8766452440244934,2.558834688899301,6.289426941998405,9.690074567296296,4.4512816102538135,2.430952440603029,5.02699010247944,3.6178358560556605,3.7055206899262236,4.455652282468089,3.690220661675392,6.082690803957744,5.993257860111417,11.201298539384553,3.62458125102971,4.1069214632413455,4.996136762964312,3.6178358560556596,3.717284247672019,4.520769117862905,3.6902206616753883,5.050700214481838,6.197358709687837,11.607851694202573,4.440102372550598,4.097554809311831,5.097863655698122,4.095473261193964,3.670672532967669,4.520769117862905,4.025498201860637,5.919985082864219,5.67916921406178,10.316858547774334,2.697745755159227
cs3-5bou.mid,0.7908930261365308,1.5659480201576534,1.0543476393006976,0.7858652213812656,0.6859293555208605,0.0,0.8100515211267956,1.2599000482604539,3.933842913201352,0.8456940694996096,4.135163149992939,4.896701702840664,3.5830746344929016,3.703703703703706,4.47779780027952,4.025498201860643,2.4271349460714875,5.7558974696059515,11.755601069396288,3.4142386318124007,4.125668955826315,5.026857713226217,3.5830746344929008,3.757380568974771,4.390925747338727,3.6594046227469956,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116329215574368,5.0247378811494094,3.583074634492881,3.6430075206163854,4.444725579718318,4.033937401445252,4.737556801183963,5.858074225867963,8.826002832576911,4.338216059857336,4.135163149992946,5.04529803811506,3.583074634492897,3.7956062820638135,4.401549479118216,4.033937401445252,5.522289347930922,5.680212457735124,10.176557989229206,4.379980724543891,4.069821234057207,4.90649790516129,3.583074634492889,3.789464524325844,4.390886203004525,4.017094239017508,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914807,4.116218258487233,4.90649790516129,3.5269065311549994,3.7055206899262236,4.40154947911822,4.0003911444685745,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.0790621269151774,4.896701702840664,3.510299169902331,3.7894645243258473,4.3908862030045235,2.031584122493167,2.5023481257460016,6.289426941998405,9.690074567296296,4.4512816102538135,2.481552813385094,5.02699010247944,3.5830746344928954,3.7055206899262236,4.455652282468089,3.690220661675392,6.082690803957744,5.993257860111417,11.201298539384553,3.5965654244409944,4.1069214632413455,4.996136762964312,3.5830746344928937,3.717284247672019,4.520769117862905,3.6902206616753883,5.050700214481838,6.197358709687837,11.607851694202573,4.440102372550598,4.097554809311831,5.097863655698122,4.095473261193964,3.670672532967669,4.520769117862905,4.025498201860637,5.919985082864219,5.67916921406178,10.316858547774334,2.7521721168629565
cs3-6gig.mid,0.9342837451088966,1.4392117826403,1.6824016809243485,1.3919724312929076,0.8515626945331234,0.8100515211267956,0.0,1.0815562390084708,3.9221584368467903,0.7867861541717422,3.8226530909876315,4.896701702840664,2.9665979842198853,2.959734198409163,4.47779780027952,4.025498201860641,2.046868937892289,5.7558974696059515,11.755601069396288,2.989464120354179,3.803664702654383,5.026857713226217,2.9665979842198844,3.0670879289512927,4.334178285679206,2.8711360364957432,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116218258487233,5.0247378811494094,2.9665979842198853,2.847931389236562,4.443033957473816,3.6747480383559976,4.737556801183963,5.858074225867963,8.826002832576911,4.228758910716422,3.8226530909876457,5.04529803811506,2.787998503113074,3.7956062820638126,4.355425749238185,3.6747480383559976,5.522289347930922,5.680212457735124,10.176557989229206,4.312288240089535,4.069821234057207,4.90649790516129,2.9665979842198853,3.789464524325844,4.3340991970108025,3.656959720321228,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914804,3.7847633079762195,4.90649790516129,2.731830399775176,2.9633681708541983,4.355425749238192,3.6382536382536372,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.078952174375395,4.896701702840664,2.715223038522508,3.7894645243258473,4.334099197010797,2.2628899681647994,2.1058507754754414,6.289426941998405,9.690074567296296,4.4512816102538135,2.4974929633207816,5.02699010247944,2.9665979842198844,2.9633681708541992,4.455652282468089,2.932768114352535,6.082690803957744,5.993257860111417,11.201298539384553,3.519280385830208,3.766169717484444,4.996136762964312,2.7879985031130703,3.7172842476720183,4.520769117862905,2.9327681143525277,5.050700214481838,6.197358709687837,11.607851694202573,4.432531536102948,3.7474364096254122,5.097863655698122,3.7432733133896816,2.8936718569370896,4.520769117862905,3.6670602809535815,5.919985082864219,5.67916921406178,10.316858547774334,2.8119012822299823
bwv807b.mid,1.1258204028716747,1.5032861559049335,1.4405783134964198,1.098356186145515,1.0112407811741897,1.2599000482604539,1.0815562390084708,0.0,3.933842913201352,0.713806036987064,4.135163149992939,4.896701702840664,3.617835856055663,3.703703703703706,4.47779780027952,4.025498201860643,2.677514513707939,5.7558974696059515,11.755601069396288,3.533417854715413,4.125668955826315,5.026857713226217,3.617835856055663,3.757380568974771,4.390925747338727,3.6594046227469956,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116329215574368,5.0247378811494094,3.6178358560556534,3.647802299117405,4.444725579718318,4.033937401445252,4.737556801183963,5.858074225867963,8.826002832576911,4.338216059857336,4.135163149992946,5.04529803811506,3.6178358560556614,3.7956062820638135,4.401549479118216,4.033937401445252,5.522289347930922,5.680212457735124,10.176557989229206,4.379980724543891,4.069821234057207,4.90649790516129,3.617835856055657,3.789464524325844,4.390886203004525,4.017094239017508,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914807,4.116218258487233,4.90649790516129,3.5897518043867125,3.7055206899262236,4.40154947911822,4.0003911444685745,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.0790621269151774,4.896701702840664,3.581448123760378,3.7894645243258473,4.3908862030045235,2.0705382485076447,2.752727693382453,6.289426941998405,9.690074567296296,4.4512816102538135,2.624845445086181,5.02699010247944,3.6178358560556605,3.7055206899262236,4.455652282468089,3.690220661675392,6.082690803957744,5.993257860111417,11.201298539384553,3.62458125102971,4.1069214632413455,4.996136762964312,3.6178358560556596,3.717284247672019,4.520769117862905,3.6902206616753883,5.050700214481838,6.197358709687837,11.607851694202573,4.440102372550598,4.097554809311831,5.097863655698122,4.095473261193964,3.670672532967669,4.520769117862905,4.025498201860637,5.919985082864219,5.67916921406178,10.316858547774334,2.677883849831087
bwv807c.mid,3.933842913201352,2.9621821605157974,3.933842913201352,3.933842913201352,3.933842913201352,3.933842913201352,3.9221584368467903,3.933842913201352,0.0,3.751662279433667,1.4380267915883325,2.439872240907823,1.9111209052538092,1.8311644312913051,2.189993117759757,1.962963474227894,2.549001191412521,3.7953537706126994,11.755601069396288,1.764781783603934,1.3849795431704122,2.1860296000497295,1.9111209052538092,1.7440172944448928,1.22633080721116,2.223059246204527,3.9722843393257348,2.3868916432806486,10.875864288192751,1.5155351144549467,1.7731605591309347,2.344636117155119,1.91112090525381,1.4464261984082745,1.4322189212730612,1.9958670497202053,1.6307967286743432,3.8484626253332204,8.826002832576911,1.7835408192127105,1.3713000934057957,2.3778385775193893,2.3121514961558383,1.1894890067110824,1.1130602228435449,1.76881338649283,3.176892869459139,3.697565249195339,10.176557989229206,1.2102126535999531,1.1189715912865292,2.1341163616229792,1.9111209052537967,1.1994240353723562,1.2234806675543313,1.7793901436026367,3.617794214603335,4.10925306598336,10.176557989229217,1.150899929254332,1.3985963217217758,2.1341163616229695,2.338882339181964,1.6935237356711115,1.1197151843059747,2.517771578068836,3.1768928694591443,10.732075284612478,11.372519396594914,1.1708543725769376,1.1070859669860136,2.118335622443081,2.3516173059916214,1.19942403537235,1.22633080721116,2.485369777973739,2.483492131425531,4.711168057594106,9.690074567296296,1.625580733552014,2.4394782216524584,2.3280044293299955,1.9111209052537967,1.6935237356711115,1.1229129274170666,2.5643437351738143,4.2976957815127825,4.118829893820127,11.201298539384553,1.1129152434895868,1.4783168479134998,2.1245876995259207,2.312151496155826,1.1590172539299095,2.6715592524942826,2.175722339867794,2.23371460256097,4.527031592972969,11.607851694202573,1.486968909167235,1.425894924080441,2.4627264427842803,3.9221584368467903,1.7513681852449947,3.16240092662665,1.8631389295072833,3.9722843393257348,3.7248754449402393,10.316858547774334,1.787584466589644
bwv807e.mid,0.6366864890682258,2.0182476223833064,1.3970364767079424,1.060322769263697,0.7196732987595937,0.8456940694996096,0.7867861541717422,0.713806036987064,3.751662279433667,0.0,4.135163149992939,4.896701702840664,3.119648165142289,3.2913838604383736,4.47779780027952,3.934972856752249,2.420252311280036,5.7558974696059515,11.755601069396288,3.039767545044823,4.125668955826315,5.026857713226217,3.119648165142288,3.3987375909805033,4.390925747338727,3.202785698524954,5.919985082864219,4.959937240569177,10.875864288192751,4.45448899674636,4.116329215574368,5.0247378811494094,3.1196481651422685,3.1795810512657727,4.444725579718318,3.9518512559214676,4.737556801183963,5.858074225867963,8.826002832576911,4.338216059857336,4.135163149992946,5.04529803811506,3.1196481651422845,3.4751890171585886,4.401549479118216,3.9518512559214676,5.522289347930922,5.680212457735124,10.176557989229206,4.379980724543891,4.069821234057207,4.90649790516129,3.1196481651422765,3.46290550168265,4.390886203004525,3.918164931065978,5.742740020503019,5.257461928771875,10.176557989229217,4.422435916914807,4.116218258487233,4.90649790516129,3.0634800618043867,3.295017832883409,4.40154947911822,3.8847587419681124,5.522289347930924,10.732075284612478,11.372519396594914,4.408152814270956,4.071159345036357,4.896701702840664,3.0468727005517184,3.4629055016826573,4.3908862030045235,2.1086561972428344,2.4857613712670172,6.289426941998405,9.690074567296296,4.4512816102538135,2.5297752810400986,5.02699010247944,3.1196481651422827,3.29501783288341,4.455652282468089,3.2644177763817455,6.082690803957744,5.993257860111417,11.201298539384553,3.4542247190221165,4.097819379513654,4.996136762964312,3.119648165142281,3.318544948375,4.520769117862905,3.2644177763817384,5.050700214481838,6.197358709687837,11.607851694202573,4.440102372550598,4.079086071654622,5.097863655698122,4.074922975418891,3.2253215189663003,4.520769117862905,3.934972856752238,5.919985082864219,5.67916921406178,10.316858547774334,2.98932031327669
