,cs1-2all.mid,cs1-3cou.mid,cs3-1pre.mid,cs3-2all.mid,cs3-3cou.mid,cs3-5bou.mid,cs3-6gig.mid,bwv807b.mid,bwv807c.mid,bwv807e.mid,cs1-2all_transp_12.mid,cs1-3cou_transp_12.mid,cs3-1pre_transp_12.mid,cs3-2all_transp_12.mid,cs3-3cou_transp_12.mid,cs3-5bou_transp_12.mid,cs3-6gig_transp_12.mid,bwv807b_transp_12.mid,bwv807c_transp_12.mid,bwv807e_transp_12.mid,cs1-2all_transp_21.mid,cs1-3cou_transp_21.mid,cs3-1pre_transp_21.mid,cs3-2all_transp_21.mid,cs3-3cou_transp_21.mid,cs3-5bou_transp_21.mid,cs3-6gig_transp_21.mid,bwv807b_transp_21.mid,bwv807c_transp_21.mid,bwv807e_transp_21.mid,cs1-2all_transp_6.mid,cs1-3cou_transp_6.mid,cs3-1pre_transp_6.mid,cs3-2all_transp_6.mid,cs3-3cou_transp_6.mid,cs3-5bou_transp_6.mid,cs3-6gig_transp_6.mid,bwv807b_transp_6.mid,bwv807c_transp_6.mid,bwv807e_transp_6.mid,cs1-2all_transp_15.mid,cs1-3cou_transp_15.mid,cs3-1pre_transp_15.mid,cs3-2all_transp_15.mid,cs3-3cou_transp_15.mid,cs3-5bou_transp_15.mid,cs3-6gig_transp_15.mid,bwv807b_transp_15.mid,bwv807c_transp_15.mid,bwv807e_transp_15.mid,cs1-2all_transp_19.mid,cs1-3cou_transp_19.mid,cs3-1pre_transp_19.mid,cs3-2all_transp_19.mid,cs3-3cou_transp_19.mid,cs3-5bou_transp_19.mid,cs3-6gig_transp_19.mid,bwv807b_transp_19.mid,bwv807c_transp_19.mid,bwv807e_transp_19.mid,cs1-2all_transp_1.mid,cs1-3cou_transp_1.mid,cs3-1pre_transp_1.mid,cs3-2all_transp_1.mid,cs3-3cou_transp_1.mid,cs3-5bou_transp_1.mid,cs3-6gig_transp_1.mid,bwv807b_transp_1.mid,bwv807c_transp_1.mid,bwv807e_transp_1.mid,cs1-2all_transp_11.mid,cs1-3cou_transp_11.mid,cs3-1pre_transp_11.mid,cs3-2all_transp_11.mid,cs3-3cou_transp_11.mid,cs3-5bou_transp_11.mid,cs3-6gig_transp_11.mid,bwv807b_transp_11.mid,bwv807c_transp_11.mid,bwv807e_transp_11.mid,cs1-2all_transp_4.mid,cs1-3cou_transp_4.mid,cs3-1pre_transp_4.mid,cs3-2all_transp_4.mid,cs3-3cou_transp_4.mid,cs3-5bou_transp_4.mid,cs3-6gig_transp_4.mid,bwv807b_transp_4.mid,bwv807c_transp_4.mid,bwv807e_transp_4.mid,cs1-2all_transp_14.mid,cs1-3cou_transp_14.mid,cs3-1pre_transp_14.mid,cs3-2all_transp_14.mid,cs3-3cou_transp_14.mid,cs3-5bou_transp_14.mid,cs3-6gig_transp_14.mid,bwv807b_transp_14.mid,bwv807c_transp_14.mid,bwv807e_transp_14.mid,cs1-2all_transp_18.mid,cs1-3cou_transp_18.mid,cs3-1pre_transp_18.mid,cs3-2all_transp_18.mid,cs3-3cou_transp_18.mid,cs3-5bou_transp_18.mid,cs3-6gig_transp_18.mid,bwv807b_transp_18.mid,bwv807c_transp_18.mid,bwv807e_transp_18.mid
cs1-2all.mid,0.0,0.7559094915131395,1.0986111150142719,0.8086020327419918,1.123705668990425,1.4739636334929491,0.6880829917426219,4.129307289626789,6.464340623998906,3.6816471673798663,1.1513300650680414,1.4441016122571844,5.498028202594135,1.2473179195397002,1.1650462432999804,1.2016780301592087,3.6530245382271156,12.824410069971634,20.02426402648681,7.474240325908754,1.1081396746297276,1.5489248461878447,5.498028202594135,1.2025804170360042,1.2262281253212688,1.426924214800004,3.6447802041611554,9.412065524853194,20.398120004402834,3.6422854988534894,1.1458241816872565,1.557252730537173,4.767190866024253,1.1676504742367442,1.1635851610638586,1.4395746084415642,1.8805076468424295,13.033495433845907,10.748717311988425,7.471052060843395,1.1203217421508267,1.5738835188487457,2.7126732363735204,1.1197916092839435,1.2196519551793017,1.4395746084415615,3.4331931207896798,12.671948608698685,19.782611326306913,7.480712115536267,1.1323360515397507,1.451980384341514,5.49802820259413,1.1258828952300206,1.2262281253212564,0.9568148096160307,3.5768843488867317,9.396756694976066,19.78261132630692,3.6422854988534903,1.0960108067329486,1.451980384341514,2.534919954311535,1.1978675941329033,1.2196519551793035,0.6412154211732712,3.4331931207896798,9.068517630678937,17.545535113586716,3.6326215960307042,1.1349909641838636,1.4441016122571781,2.5285569171921045,1.125882895230017,1.220920150842277,1.4980535721147419,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,1.1340926676834115,1.5489248461878447,5.498028202594133,1.1978675941329087,1.1640638098316316,1.4523485041285857,3.530187129157853,13.298126351668095,12.815873871293302,7.490635595660157,1.1430897717332638,1.7341254373726285,2.712673236373523,1.1974673635700075,1.1921639296620805,1.4523485041285857,1.8108163733479445,9.411643698420153,17.606916142507565,3.6326215960307042,1.0765009458119348,1.6164359838381097,1.54549067492861,1.1796420399740413,1.192163929662092,1.4332340749580315,1.85035460041557,12.67194860869867,19.94550911197905,7.474240325908756
cs1-3cou.mid,0.7559094915131395,0.0,1.1697277667600723,0.9813956319068815,0.693016268367149,0.8993245102718044,0.7007099041699485,4.129307289626789,6.464340623998906,3.5519194663941036,1.1513300650680414,1.1403071101718245,5.498028202594135,1.1307934008554774,1.1650462432999804,0.678848311467176,3.6530245382271156,12.824410069971634,20.02426402648681,7.474240325908754,1.1081396746297267,1.138025039260664,5.498028202594135,1.1609240154883294,1.220920150842277,1.105952315257464,3.6447802041611554,9.412065524853194,20.398120004402834,3.6422854988534894,1.1458241816872565,1.366609346731802,4.767190866024253,1.1676504742367433,1.1372469553891653,1.131253102540584,1.780667995598356,13.033495433845907,10.748717311988425,7.471052060843395,1.1203217421508258,1.3998709233549471,2.479875989495853,1.1197916092839435,1.2196519551793017,1.1312531025405788,3.4331931207896798,12.671948608698685,19.782611326306913,7.480712115536267,1.1323360515397498,1.1560646543404838,5.49802820259413,1.1258828952300206,1.2209201508422733,0.6805326186266214,3.5768843488867317,9.396756694976066,19.78261132630692,3.6422854988534903,1.0960108067329486,1.1560646543404838,2.4343727896521568,1.1978675941329024,1.2196519551793035,0.7025913889027215,3.4331931207896798,9.068517630678937,17.545535113586716,3.6326215960307042,1.1349909641838627,1.138025039260664,2.414265986509161,1.1258828952300162,1.220920150842277,1.2482110298869395,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,1.1340926676834107,1.138025039260664,5.498028202594133,1.1978675941329087,1.15045247167365,1.138025039260664,3.530187129157853,13.298126351668095,12.815873871293302,7.490635595660157,1.1430897717332629,1.7341254373726285,2.4798759894958584,1.1974673635700075,1.1670786563776323,1.138025039260664,1.8108163733479445,9.411643698420153,17.606916142507565,3.6326215960307042,1.0765009458119348,1.4849758533336752,1.6166073266744103,1.1796420399740413,1.1670786563776323,1.1185720355735187,1.6962628708717826,12.67194860869867,19.94550911197905,7.474240325908756
cs3-1pre.mid,1.0986111150142719,1.1697277667600723,0.0,0.5980294405408015,1.3608310211619,1.5848638833800361,1.2322344382494226,4.129307289626789,6.464340623998906,3.6816471673798663,1.1513300650680414,1.4441016122571844,5.498028202594135,1.1307934008554774,1.1650462432999804,0.9031785230609657,3.6530245382271156,12.824410069971634,20.02426402648681,7.474240325908754,1.1081396746297276,1.0,5.498028202594135,1.1609240154883302,1.220920150842277,1.0,3.6447802041611554,9.412065524853194,20.398120004402834,3.6422854988534894,1.3157545823108947,1.557252730537173,4.767190866024253,1.1676504742367442,1.1635851610638586,1.0,1.8805076468424295,13.033495433845907,10.748717311988425,7.471052060843395,1.1203217421508267,1.5738835188487457,2.7126732363735204,1.1197916092839435,1.2196519551793017,1.0,3.4331931207896798,12.671948608698685,19.782611326306913,7.480712115536267,1.3517879852922974,1.451980384341514,5.49802820259413,1.1258828952300206,1.2209201508422733,0.8996985189818796,3.5768843488867317,9.396756694976066,19.78261132630692,3.6422854988534903,1.0960108067329486,1.451980384341514,2.534919954311535,1.1978675941329033,1.2196519551793035,0.8927974426509593,3.4331931207896798,9.068517630678937,17.545535113586716,3.6326215960307042,1.3447139057045412,1.0164338502736836,2.5285569171921045,1.125882895230017,1.220920150842277,1.4980535721147419,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,1.1340926676834115,1.0,5.498028202594133,1.1978675941329087,1.1640638098316316,1.0,3.530187129157853,13.298126351668095,12.815873871293302,7.490635595660157,1.1430897717332638,1.7341254373726285,2.712673236373523,1.1974673635700075,1.1670786563776323,1.0,1.8108163733479445,9.411643698420153,17.606916142507565,3.6326215960307042,1.0765009458119348,1.6164359838381097,1.258794942779149,1.1796420399740413,1.1670786563776323,1.0,1.85035460041557,12.67194860869867,19.94550911197905,7.474240325908756
cs3-2all.mid,0.8086020327419918,0.9813956319068815,0.5980294405408015,0.0,1.0992218600990782,1.284931740020311,1.068208582498106,4.129307289626789,6.464340623998906,3.6816471673798663,1.1513300650680414,1.4441016122571844,5.498028202594135,1.1307934008554774,1.193555794126926,0.9713871055590717,3.6530245382271156,12.824410069971634,20.02426402648681,7.474240325908754,1.1081396746297276,1.5197973627527386,5.498028202594135,1.1609240154883302,1.220920150842277,1.2757960999770575,3.6447802041611554,9.412065524853194,20.398120004402834,3.6422854988534894,1.1458241816872565,1.557252730537173,4.767190866024253,1.1676504742367442,1.1759302569658754,1.3010968872601776,1.8805076468424295,13.033495433845907,10.748717311988425,7.471052060843395,1.1203217421508267,1.5738835188487457,2.7126732363735204,1.1197916092839435,1.2196519551793017,1.3010968872601723,3.4331931207896798,12.671948608698685,19.782611326306913,7.480712115536267,1.1323360515397507,1.451980384341514,5.49802820259413,1.1258828952300206,1.2209201508422733,0.9679071014799856,3.5768843488867317,9.396756694976066,19.78261132630692,3.6422854988534903,1.0960108067329486,1.451980384341514,2.534919954311535,1.1978675941329033,1.2196519551793035,0.9610060251490653,3.4331931207896798,9.068517630678937,17.545535113586716,3.6326215960307042,1.1349909641838636,1.3101508948914056,2.5285569171921045,1.125882895230017,1.220920150842277,1.4980535721147419,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,1.1340926676834115,1.5197973627527386,5.498028202594133,1.1978675941329087,1.1817562995117799,1.3266446786342208,3.530187129157853,13.298126351668095,12.815873871293302,7.490635595660157,1.1430897717332638,1.7341254373726285,2.712673236373523,1.1974673635700075,1.2173348252698686,1.3266446786342208,1.8108163733479445,9.411643698420153,17.606916142507565,3.6326215960307042,1.0765009458119348,1.6164359838381097,1.258794942779149,1.1796420399740413,1.217334825269857,1.2884158202931122,1.85035460041557,12.67194860869867,19.94550911197905,7.474240325908756
cs3-3cou.mid,1.123705668990425,0.693016268367149,1.3608310211619,1.0992218600990782,0.0,0.828864923968418,0.8288649239684185,4.129307289626789,6.464340623998906,3.283581309700013,1.1513300650680414,1.4441016122571844,5.498028202594135,1.1307934008554774,1.2169633973297813,0.6660818675393854,3.6530245382271156,12.824410069971634,20.02426402648681,7.474240325908754,1.1081396746297267,1.5489248461878447,5.498028202594135,1.1609240154883294,1.220920150842277,1.426924214800004,3.6447802041611554,9.412065524853194,20.398120004402834,3.6422854988534894,1.1458241816872565,1.557252730537173,4.767190866024253,1.1676504742367433,1.2392547007764616,1.4395746084415642,1.3861988241871543,13.033495433845907,10.748717311988425,7.471052060843395,1.1203217421508258,1.5738835188487457,2.3151023115205422,1.1197916092839435,1.2196519551793017,1.4395746084415615,3.4331931207896798,12.671948608698685,19.782611326306913,7.480712115536267,1.1323360515397498,1.451980384341514,5.49802820259413,1.1258828952300206,1.2209201508422733,0.6575865485527803,3.5768843488867317,9.396756694976066,19.78261132630692,3.6422854988534903,1.0960108067329486,1.451980384341514,2.1852555109299505,1.1978675941329024,1.2196519551793035,0.7979688198923371,3.4331931207896798,9.068517630678937,17.545535113586716,3.6326215960307042,1.1349909641838627,1.4441016122571781,2.1952971128606666,1.1258828952300162,1.220920150842277,1.4980535721147419,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,1.1340926676834107,1.5489248461878447,5.498028202594133,1.1978675941329087,1.2318968690636973,1.4523485041285857,3.530187129157853,13.298126351668095,12.815873871293302,7.490635595660157,1.1430897717332629,1.7341254373726285,2.3151023115205485,1.1974673635700075,1.1867405495559629,1.4523485041285857,1.8108163733479445,9.411643698420153,17.606916142507565,3.6326215960307042,1.0765009458119348,1.6164359838381097,1.597795676973445,1.1796420399740413,1.1867405495559629,1.4332340749580315,1.5219836577455972,12.67194860869867,19.94550911197905,7.474240325908756
cs3-5bou.mid,1.4739636334929491,0.8993245102718044,1.5848638833800361,1.284931740020311,0.828864923968418,0.0,0.9698553624995325,4.129307289626789,6.464340623998906,3.6816471673798663,1.1513300650680414,1.4441016122571844,5.498028202594135,1.1307934008554774,1.3360727920864375,0.8436135477234523,3.6530245382271156,12.824410069971634,20.02426402648681,7.474240325908754,1.1081396746297267,1.5489248461878447,5.498028202594135,1.1609240154883294,1.220920150842277,1.426924214800004,3.6447802041611554,9.412065524853194,20.398120004402834,3.6422854988534894,1.1458241816872565,1.557252730537173,4.767190866024253,1.1676504742367433,1.3272196050150167,1.4395746084415642,1.8805076468424295,13.033495433845907,10.748717311988425,7.471052060843395,1.1203217421508258,1.5738835188487457,2.7126732363735204,1.1197916092839435,1.2196519551793017,1.4395746084415615,3.4331931207896798,12.671948608698685,19.782611326306913,7.480712115536267,1.1323360515397498,1.451980384341514,5.49802820259413,1.1258828952300206,1.2209201508422733,0.8379809906103803,3.5768843488867317,9.396756694976066,19.78261132630692,3.6422854988534903,1.0960108067329486,1.451980384341514,2.534919954311535,1.1978675941329024,1.2196519551793035,0.9974893040811481,3.4331931207896798,9.068517630678937,17.545535113586716,3.6326215960307042,1.1349909641838627,1.4441016122571781,2.5285569171921045,1.1258828952300162,1.220920150842277,1.4980535721147419,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,1.1340926676834107,1.5489248461878447,5.498028202594133,1.1978675941329087,1.3301434473008706,1.4523485041285857,3.530187129157853,13.298126351668095,12.815873871293302,7.490635595660157,1.1430897717332629,1.7341254373726285,2.712673236373523,1.1974673635700075,1.3480529861140758,1.4523485041285857,1.8108163733479445,9.411643698420153,17.606916142507565,3.6326215960307042,1.0765009458119348,1.6164359838381097,1.8083036633372052,1.1796420399740413,1.3480529861140815,1.4332340749580315,1.85035460041557,12.67194860869867,19.94550911197905,7.474240325908756
cs3-6gig.mid,0.6880829917426219,0.7007099041699485,1.2322344382494226,1.068208582498106,0.8288649239684185,0.9698553624995325,0.0,4.129307289626789,6.464340623998906,3.6816471673798663,1.1513300650680414,1.4441016122571844,5.498028202594135,1.1307934008554774,1.1594194996085676,0.8622594556607304,3.6530245382271156,12.824410069971634,20.02426402648681,7.474240325908754,1.1081396746297267,1.5489248461878447,5.498028202594135,1.1609240154883294,1.220920150842277,1.426924214800004,3.6447802041611554,9.412065524853194,20.398120004402834,3.6422854988534894,1.1458241816872565,1.557252730537173,4.767190866024253,1.1676504742367433,1.1194218220190582,1.4395746084415642,1.8805076468424295,13.033495433845907,10.748717311988425,7.471052060843395,1.1203217421508258,1.5738835188487457,2.7126732363735204,1.1197916092839435,1.2196519551793017,1.4395746084415615,3.4331931207896798,12.671948608698685,19.782611326306913,7.480712115536267,1.1323360515397498,1.451980384341514,5.49802820259413,1.1258828952300206,1.2209201508422733,0.8693558333182176,3.5768843488867317,9.396756694976066,19.78261132630692,3.6422854988534903,1.0960108067329486,1.451980384341514,2.534919954311535,1.1978675941329024,1.2196519551793035,0.9418579360027568,3.4331931207896798,9.068517630678937,17.545535113586716,3.6326215960307042,1.1349909641838627,1.4441016122571781,2.5285569171921045,1.1258828952300162,1.220920150842277,1.4980535721147419,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,1.1340926676834107,1.5489248461878447,5.498028202594133,1.1978675941329087,1.1326273383035304,1.4523485041285857,3.530187129157853,13.298126351668095,12.815873871293302,7.490635595660157,1.1430897717332629,1.7341254373726285,2.712673236373523,1.1974673635700075,1.1261841159729142,1.4523485041285857,1.8108163733479445,9.411643698420153,17.606916142507565,3.6326215960307042,1.0765009458119348,1.6164359838381097,1.6791139981637606,1.1796420399740413,1.1261841159729142,1.4332340749580315,1.85035460041557,12.67194860869867,19.94550911197905,7.474240325908756
bwv807b.mid,4.129307289626789,4.129307289626789,4.129307289626789,4.129307289626789,4.129307289626789,4.129307289626789,4.129307289626789,0.0,5.823179759474199,2.527924656064104,3.8464967195721087,3.973837479183832,4.642479779635053,3.973837479183832,4.129307289626789,4.129307289626789,3.6530245382271165,12.824410069971634,20.02426402648681,7.474240325908754,3.4202068144856685,3.9916797673564908,4.642479779635053,3.965392502926445,4.129307289626789,4.129307289626789,3.5431009757622114,9.412065524853194,20.398120004402834,3.6422854988534894,3.7930035283391224,4.0100989636776845,4.64247977963505,3.973837479183832,4.129307289626789,4.129307289626789,3.5630436341294907,13.033495433845907,10.748717311988425,7.471052060843395,3.404914836157525,4.046892296996491,4.129307289626789,3.945960631522887,4.129307289626789,4.129307289626789,3.2396101582247816,12.671948608698685,19.782611326306913,7.480712115536267,3.7930035283391224,3.973837479183832,4.6424797796350425,3.9508503051641224,4.129307289626789,4.129307289626789,3.232547970290124,9.396756694976066,19.78261132630692,3.782576194370918,3.424368987914807,3.973837479183832,3.691652678753382,3.973837479183832,4.129307289626789,4.129307289626789,3.239610158224771,9.068517630678937,17.545535113586716,3.6326215960307042,3.7930035283391224,3.973837479183832,3.6666548151352885,3.9508503051641224,4.129307289626789,4.129307289626789,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,3.3275672325400905,3.9916797673564908,4.6424797796350425,3.973837479183832,4.129307289626789,4.129307289626789,3.530187129157854,13.298126351668095,12.815873871293302,7.490635595660157,3.7930035283391224,3.3483809273330962,4.129307289626789,3.973837479183832,4.129307289626789,4.129307289626789,3.1217222026747926,9.411643698420153,17.606916142507565,3.6326215960307042,3.423684323597108,4.129307289626789,4.129307289626789,3.973837479183832,4.129307289626789,4.129307289626789,3.2297203105790047,12.67194860869867,19.94550911197905,7.474240325908756
bwv807c.mid,6.464340623998906,6.464340623998906,6.464340623998906,6.464340623998906,6.464340623998906,6.464340623998906,6.464340623998906,5.823179759474199,0.0,6.464340623998906,6.04346665496357,6.464340623998906,6.028855822932682,5.968365261661578,6.103068827926316,6.464340623998906,5.852553864207362,12.824410069971634,20.02426402648681,4.721052037287581,6.464340623998906,6.464340623998906,6.028855822932682,6.464340623998906,6.464340623998906,6.464340623998906,5.809249246686411,9.412065524853194,20.398120004402834,5.586769968441873,6.088050290023148,6.464340623998906,6.028855822932682,6.1359642186436325,6.117838824574374,6.464340623998906,6.1359642186436325,13.033495433845907,10.748717311988425,4.625596983936983,6.464340623998906,6.464340623998906,6.464340623998906,6.1359642186436325,6.0956486864954105,6.464340623998906,6.1359642186436325,12.671948608698685,19.782611326306913,4.672928183714376,6.196961411930806,6.464340623998906,6.028855822932682,6.1359642186436325,6.464340623998906,6.464340623998906,5.935700603060079,9.396756694976066,19.78261132630692,6.028855822932682,6.464340623998906,6.464340623998906,6.028855822932682,6.1359642186436325,6.464340623998906,6.464340623998906,6.1359642186436325,9.068517630678937,17.545535113586716,5.586769968441873,6.175559016243394,6.464340623998906,6.028855822932682,6.1359642186436325,6.464340623998906,6.464340623998906,5.800444446359153,9.419606457272867,20.01036743885207,4.912870624737415,6.464340623998906,6.464340623998906,6.028855822932682,6.1359642186436325,6.112969240721197,6.464340623998906,6.028855822932682,13.298126351668095,12.815873871293302,5.026829425423971,6.110165086884164,6.464340623998906,6.464340623998906,6.1359642186436325,6.041702636748358,6.464340623998906,6.1359642186436325,9.411643698420153,17.606916142507565,5.579827438557128,6.464340623998906,6.464340623998906,6.464340623998906,6.1359642186436325,6.041702636748358,6.464340623998906,6.1359642186436325,12.67194860869867,19.94550911197905,4.721052037287571
bwv807e.mid,3.6816471673798663,3.5519194663941036,3.6816471673798663,3.6816471673798663,3.283581309700013,3.6816471673798663,3.6816471673798663,2.527924656064104,6.464340623998906,0.0,3.1109211486570683,3.3641699615882956,5.498028202594135,3.3861346152880856,3.16196373511546,3.514283407068156,3.6530245382271165,12.824410069971634,20.02426402648681,7.474240325908754,3.1147123702948534,3.283581309700013,5.498028202594135,3.3940322419918356,3.1654226460207173,3.283581309700013,3.6447802041611563,9.412065524853194,20.398120004402834,3.6422854988534894,3.314847313321584,3.283581309700013,4.767190866024253,3.6816471673798663,3.2758169758552285,3.373223969219536,2.5042289284507433,13.033495433845907,10.748717311988425,7.471052060843395,3.1109211486570683,3.283581309700013,3.042774825814714,3.3976512224280544,3.1650018468155086,3.3732239692195414,3.278791691118297,12.671948608698685,19.782611326306913,7.480712115536267,3.222374626311078,3.3484124174196364,5.49802820259413,3.3967400347422707,3.1654226460207173,3.5208144263703343,3.5768843488867326,9.396756694976066,19.78261132630692,3.642285498853491,3.123354515098404,3.3484124174196364,2.6090421779052804,3.6816471673798663,3.1650018468155086,3.4235817543684597,3.278791691118304,9.068517630678937,17.545535113586716,3.6326215960307042,3.24057326289452,3.364169961588308,2.172859213865493,3.396740034742267,3.1654226460207173,3.283581309700013,3.6361646055650265,9.419606457272867,20.01036743885207,7.164736541326315,3.1109211486570683,3.283581309700013,5.498028202594133,3.6816471673798663,3.162851393969772,3.283581309700013,3.530187129157854,13.298126351668095,12.815873871293302,7.490635595660157,3.1319455785256576,3.204061563813509,3.0427748258147016,3.6816471673798663,3.6816471673798663,3.283581309700013,2.6478879643412636,9.411643698420153,17.606916142507565,3.6326215960307042,3.140386939623408,3.283581309700013,3.532902366782933,3.6816471673798663,3.6816471673798663,3.3859050361866014,2.482616948889124,12.67194860869867,19.94550911197905,7.474240325908756
